Tik tok alli jagala madtidralla adra baggenu ondu video madi anna super agi ugididdira	Not_offensive
Anyone from kerala here	not-Kannada
Movie rerelease madi plss	Not_offensive
Amazon prime alli bittidira....yella manele nodtare....	Not_offensive
Guru sure news nanu tik tok dawn lod madeda yavaga nama nDudu tindu nama dashda mala uddha madaka bandro avaga deleted	Not_offensive
ಸುದೀಪ್ ಸರ್ ಅಂಡ್ ದರ್ಶನ್ ಸರ್ ಅವರಿಗೆ ಇರೋ ಫ್ಯಾನ್ಸ್ ಫಾಲೋಯಿಂಗ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಇಲ್ಲ ಅಂದ್ರು ಸಾಂಗ್ 2m  ಮತ್ತು ಟೀಸರ್ 8.5.m ಬೆಂಕಿ ಗುರು ಮೂವಿ  ವೇಟಿಂಗ್	Not_offensive
Ade old same story	Offensive_Targeted_Insult_Group
Superb rakshit sir sobg superb macking	not-Kannada
Hai Neel (prithvi) wonderful movie dia	not-Kannada
ಏನ್ ಗುರು ನಿನ್ನ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಅವತಾರ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಇದೆ ರಶ್ಮಿಕಾಗೆ ತುಂಬಾ ಉರುಸು	Not_offensive
E tara film ge ella kaitaididdu.... Welcooome..... Item song iro	Not_offensive
Super  guru 🥰	Not_offensive
Different aagide song... n	Not_offensive
D BOOS FANS ALL THE BEST	not-Kannada
ನಿಜವಾಗಿಯೂ  ಅದ್ಭುತ heartly heltidini... plz avrigella namma nimmellara supprt beku	Not_offensive
I'm speechless	Not_offensive
Movie was amazing!!🤩🤩	not-Kannada
BLACK HEART ala	Not_offensive
ಬ್ರೋ ಅವರು ಗೆ ದೇಶದ ಬಗ್ಗೆ ಅಭಿಮಾನ ಇಲ್ಲಾ ಬಿಡಿ	Offensive_Targeted_Insult_Other
ಹೆಮ್ಮೆಯ ಕನ್ನಡಿಗ	Not_offensive
ಇನ್ನೊಮ್ಮೆ ಬಿಡುಗಡೆ ಮಾಡಿ ಗೆಲ್ಸೋ ಜವಾಬ್ದಾರಿ ನಮ್ಮದು....#ಮತ್ತೊಮ್ಮೆ ದಿಯಾ.	Not_offensive
Movie supper sir	not-Kannada
Super sir keep it	not-Kannada
ಇನ್ನು ಕೇವಲ 1000 ಮೆಚ್ಚುಗೆಗಳು(ಲೈಕ್)  ಬೇಕಿದೆ.. ಅತಿ ಹೆಚ್ಚು ಮೆಚ್ಚುಗೆಗಳು(ಲೈಕ್)  ಪಡೆದ ಕನ್ನಡ ಚಲನಚಿತ್ರದ ದೃಶ್ಯ ಗೀತೆ (ವೀಡಿಯೊ ಹಾಡು) ಆಗಲು nಯೂಟ್ಯೂಬ್ ನಲ್ಲಿ..  nದಿನಾಂಕ	Not_offensive
ಶ್ರೀ ಮನ್ ನಾರಾಯಣ  movie ಹಾಡು  ಕೇಳಲು  ಸುಮಧುರ...... ಡ್ಯಾನ್ಸ್  ಸೂಪರ್....   ಇದೆ	Not_offensive
ದೇಶಧ್ರೋಹಿಗಳು ಡಿಸ್ ಲೈಕ್ ಮಾಡಿದರೆ ನೀವು ನಿಜವಾದ ದೇಶ ದ್ರೋಹಿಗಳು ನಾಚಿಕೆ ಆಗಬೇಕು ನಿಮ್ಮ ಜನ್ಮಕ್ಕೆ.... ಇಂತಹ ಅದ್ಭುತವಾದ ವಿಡಿಯೋ ಗಳಿಗೂ ಡಿಸ್ ಲೈಕ್  ಮಾಡಿದ್ರಲ್ಲ ನಿಮಗೆ ನಾಚಿಕೆ ಆಗಲ್ವಾ.....	Offensive_Targeted_Insult_Group
Randhawa movie 10 rating ide	Not_offensive
ಸೂಪರ್ ಬಗ್ರೌಂಡ್ music	Not_offensive
Eno ontara chnnagide annoru like madi🤔🤔🤔🤔🤔🤔🤔🤔🤔	Not_offensive
Bindu gowda ge super agi ugididdeera	Offensive_Targeted_Insult_Individual
Kannadadalli mado badlu hindinalli madidre superrhit agodhu	Offensive_Untargetede
Rip dislikers	not-Kannada
Namana Kudlada rakshith shetty innu orsbeku rashmikage Thu avla Janmake	Offensive_Targeted_Insult_Individual
ಅದ್ಬುತ ಕಲೆ ಸಾಹಿತ್ಯ ಸಂಗೀತ ಗಾಯನ	Not_offensive
Yes boss e film maatea 7 sala alla 10 sala nodidru bore aagalla	Not_offensive
@Troll Stupid Fans heno helkodthidallla  adunna helkodo munche neenu kaltho henge irbeku antha suvar gandu anthidde ivga ninge baididke thika huritha	Offensive_Targeted_Insult_Individual
tippa yappa supper	Not_offensive
Yar guru ninu.....super	Not_offensive
@prithvi nayak nimma Amman tulla suledeepa movie yavdu hit aagide helu recent aagi bandidralli	Offensive_Targeted_Insult_Individual
Really nyc sakath chenagi madidira nange esta aythu. Super riii adrallu tiktok dattu putra nna sakath roast madi heltini...	Not_offensive
ಪ್ರೀತಿಗೋಸ್ಕರ ಪ್ರಾಣನೆ ಬಿಡ್ತಾರೆ	Offensive_Targeted_Insult_Other
Thank you so much	not-Kannada
ದೃಷ್ಟಿ ನನ್ನೋಬ್ಬನ ಮೇಲಿಡಿ ತಪ್ಪದು ನಿಜ ಮನರಂಜನೆ film nodo munchene ee song ista adavaru like madi	Not_offensive
Indian no.1 bgm	not-Kannada
ಮೆಲ್ಲನೆ ನಶೆ ಎರಿಸೊ ಹಾಡು	Not_offensive
Nimm avvan tull ...kannag en tunni itkond nodi en Randi magagna	Offensive_Targeted_Insult_Group
Nice story accting super prajval devraaj	Not_offensive
Bro sorry ond matu nang eetara troll madodu ella ishta agtirlilla first time nimm videos nodi sakkath kushiaytu nd ur video really give a good msg	Not_offensive
hindi m bhi daal. do yaaro	not-Kannada
love you shankar sir ........namage neevu beku sir !!! matte neevu nammanna manaranjane maadi neevu illade iro kannada cinema naanu nodalla sir .....	Not_offensive
SUPER  R  BOSS	Not_offensive
ಸಾಹಿತ್ಯ ಓದಿ ಹಾಡು ಕೇಳಿ ಆನಂದಿಸಿ.	Not_offensive
ಸೂಪರ್ ಗುರು ನಿಜ	Not_offensive
All industries are going hands up.. 27kke avanu bandaga	Not_offensive
Hoooo super guru nin voice bhal superrrr	Not_offensive
Delete hadru nanu downloade made	Not_offensive
ಹಾ ದೇವರು ಒಳ್ಳೆಯವರಿಗೇ ಯಾವಾಗಲೂ ಕಷ್ಟ ಕೋಡದು ಸರ್ ನಿಮಗೇ ಒಳ್ಳೆದಾಗಲ್ಲಿ... ಸರ್..	Not_offensive
ನಮ್ಮ ಕಾಮೆಂಟ್ ನೋಡಿ ಓದಿದವರ ಸಮಸ್ಯೆಗಳು ಬೇಗ ಪರಿಹಾರವಾಗಲಿ...ಓಂ ನಮೋ ನಾರಯಣಯ ನಮಃ	Not_offensive
ನೈಸ್ ಚಿತ್ರ ಅವನೇ ಶ್ರೀ ಮಾನ್ ನಾರಾಯಣ........ ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ.......	Not_offensive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not_offensive
Malayalis pore	not-Kannada
Sir ನಮಸ್ಕಾರ ಕಲಿಯುಗದಲ್ಲಿ ಅಶ್ವತ್ಥಾಮ ಇದ್ದಾರೆ ಅಂತ ಹೇಳಿದರು .ಎಲ್ಲಿ ಇದ್ದಾರೆ  ಅವರು ನಾವು ನೋಡಬಹುದ ನನು ನೊಡಬೇಕು ಅಂತಾ  ಇದೇ ಅಗತ್ತ sir	Not_offensive
I'm full happy bro 🤣🤣	not-Kannada
Rakshit shetty superb	Not_offensive
Darshan Sir swalpa sahaya madidare	Not_offensive
ಮಸ್ತ್ ಇದೆ ಈ ಹಾಡು	Not_offensive
Super sir namge thumba istavada kathe nam parents ge kelisbeku aadastu bega idanna	Not_offensive
@RAM jnh MNR ss	not-Kannada
Barri dabba movie ne unn maado du	Offensive_Targeted_Insult_Group
ಪಕ್ಕಾ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಠಿ ಸೋ ಅವತಾರ	Not_offensive
Sir naanu Visakhapatnam li iradhu	Not_offensive
Yar muje ye movie hindi me dekhni hai	not-Kannada
real life great sir	Not_offensive
@Manju Sonu  ಅಭಿನಂದನೆ	Not_offensive
Bro hindi language pls	not-Kannada
Ha sanchari vijay waiting to see him	not-Kannada
ಆವಾಗಾವಾಗ ಈ ಹಾಡು ಕೇಳಲಿಲ್ಲ ಅಂದ್ರೆ ಏನೋ ಮಿಸ್ ಮಾಡಿದಾಹಾಗೆ ಆಗುತ್ತೆnSlow poison	Not_offensive
Inspired from korean movie Midnight Runners	Not_offensive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not_offensive
gadag our city	not-Kannada
Awsome movie must match movie	Not_offensive
Thanks for likes	not-Kannada
Kannada film  industry avaru sir solpa nodi rii yen madta ididra inta ashvath sir avara maga ondu sanni veshe dalli kalsa Kodi	Not_offensive
Yes Nam ura hudgange mosa Madi hodlu ..amele Nam Karnataka kk avmana madidlu avlige yakadru hode ansbeku	Offensive_Targeted_Insult_Individual
I hate tiktok mobile thagondagindanu install made illa i hate this	Offensive_Targeted_Insult_Other
Howdu GurunAdre climax papa	Not_offensive
ಸಿನಿಮಾ ಬಿಡುಗಡೆಗು ಮುನ್ನ ಹಾಡು ಬಿಡುಗಡೆ ಮಾಡೋಕೆ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಇಂದ ಮಾತ್ರ ಸಾಧ್ಯ.  # ಅವನೇ ಶ್ರೀ ಮನ್ನಾ ನಾರಾಯಣ.	Not_offensive
Dis like hakorge ond math hekok esta padthini nimig esta agilla andre sumne erbod alva yak sumne dislike hakthira ... Ade bere bhashed est kacchada edru like hakthira alva nimmanthor erodrindane Kannada movies ast hesru madtha illa ...	Offensive_Targeted_Insult_Group
Next level quality	not-Kannada
Le gandunTikamucchunnEe Tara worst song nin kayalli madakke agutta	Offensive_Targeted_Insult_Other
E song ero range ge 3to.5 millone agbekittu	Not_offensive
ಚಿತ್ರರಂಗದ ಧನಿಕರು ಎಲ್ಲಿದ್ದಿರ. ನಾಲ್ಕು ಜನ ಸೇರಿದರೆ ಸಾಕು	Not_offensive
ರಶ್ಮಿಕ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಬೆಳವಣಿಗೆ ನೋಡಿ ?	Offensive_Targeted_Insult_Other
kelsa maddidare anna Modiji	Not_offensive
Chalu ati nataka	Not_offensive
super togari tippa	not-Kannada
Previous video dalli sai Kumar diolauge	Not_offensive
Hands up to vijaya prakash sirr	not-Kannada
En ಕಮೆಂಟ್ ಗುರು ಎಲ್ ಇರ್ತೀರೋ ನೀವೆಲ್ಲಾ ಸೂಪರ್	Not_offensive
Hands up - 308k likes nBelageddu - 308k likes	Offensive_Targeted_Insult_Other
Best episode sir	not-Kannada
Super sir baigla sir	Not_offensive
Tik tok shata	Offensive_Targeted_Insult_Group
Yakebdre krishnana shapa aduke	Not_offensive
Hidden detail in  trailer of Avane Srimanarayana....n	Not_offensive
Elli politics jasti and beliyokke bedalla hotte kirchu padthare	Offensive_Targeted_Insult_Group
All fake bro nija vishaya maatra heli bro ummane janara manasalli sullu nambike yanna huttisa bedi plzzzz	Offensive_Targeted_Insult_Group
ಎಸ್ ಸೂಪರ್ ಸಾಂಗ್	Not_offensive
ನಮ್ಮ ದೇಶದಲ್ಲಿ ಇದ್ದು ನಮ್ಮ ದೇಶದ ಅನ್ನ ತಿಂದು ಬೇರೆ ದೇಶಕ್ಕೆ ಲಾಭ ಮಾಡ್ತಾ ಇದೀರಾ ನಾಚಿಕೆ ಆಗಬೇಕು ಹಿಂತವರಿಗೆ	Not_offensive
Dislike kon kiya re m###₹##0d 🤗..	Offensive_Targeted_Insult_Other
Le maraya ninu nijavaglu hero Kano super mama ninna madirodhu video 🥰	Not_offensive
Super song 🥰🥰	not-Kannada
Super tippa i like video i love video	not-Kannada
@Sharath T urkondu sayri sulemakalla 1 year 3 blockbuster BOSS	Offensive_Targeted_Insult_Individual
Bro nim editing spr nan nim videos fan e video Dali heliro song matrA spr	Not_offensive
ಸಾಂಗ್ ಸೂಪರ್ nಮ್ಯೂಸಿಕ್	Not_offensive
Howdu brother nanu tv nalli nodidde evru elidnella avru elidru	Not_offensive
ಕೆಜಿಎಫ್  ಒಂದು ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟಿದೆ nಅವನು ಅದಕ್ಕಿಂತ ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟುತ್ತಾನೆ ಪಕ್ಕ n	Not_offensive
Namma manigu banndidda ashwathama	Offensive_Untargetede
ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ASN	Not_offensive
@Sachin Y S ik pakka avara irtar	Not_offensive
Prajwal look is different	Not_offensive
LIKE  1M	not-Kannada
ಟ್ರೈಲರ್ ತುಂಬ ಚೆನ್ನಾಗಿದೆ ನಿಮ್ಮ ಚಿತ್ರ ಒಳ್ಳೆ ಯಶಸ್ವಿ ಆಗ್ಲಿ	Not_offensive
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರಾ..........	Not_offensive
Brazil ಕಂಪನಿ ಬಂದು 4 ವರ್ಷಕ್ಕೆ  ಬಾಗ್ಲು  ಮುಚ್ಚುತು  ಕಾರಣ ಲೋಕಲ್ accountant ಎರಡು ಕೈ ಯಿಂದ ತಿಂದ	Not_offensive
Super songs bro	Not_offensive
Vote for kuri prathap	not-Kannada
ನೀವು 6-5=2 ಸಿನಿಮಾ ವನ್ನು ರಿಯಲ್ ಸ್ಟೋರಿ ಅಂತ ಯಾಕೆ ಸುಳ್ಳು ಹೇಳಿದ್ದು	Offensive_Targeted_Insult_Group
ಕಾಂಗ್ರೇಸ್ನವರು ದೇಶದಲ್ಲಿ ಜಾತಿ	Offensive_Targeted_Insult_Group
Nakkan benki guru	Not_offensive
First like	not-Kannada
Heart touching comment nnE kelsa aagbeku !!	Not_offensive
Sir ond compeny yalli kelsa madidra gov employes labor officer bookmadkond laber ge 5000 salry kotre employe mane  est kasta alva. yava gov sarilla sir nav egga comment madkondu saibeku aste	Offensive_Targeted_Insult_Group
Bhimsen Baburao Waghe Bhimsen Waghe	not-Kannada
@Siddesh Kumar thankyou sir	not-Kannada
ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಮತ್ತೊಂದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ	Not_offensive
Movie is too good	not-Kannada
ಅಚ್ಚ ಕನ್ನಡ ಸಾಂಗ್ ಸೂಪರ್	Not_offensive
Looks like it's a suspense movie	not-Kannada
D boss fanzzz in Sakaleshpur	Not_offensive
@Saraswathi.p.k. Baby swathi	not-Kannada
ಗುರು ನಿಮ್ಗೆ ಡೌಟ	Offensive_Targeted_Insult_Individual
No way chance illa  ivaga elli edane proof kodi  nambteevi	Offensive_Targeted_Insult_Group
#Who is here after 17 million n#ಕನ್ನಡ ಸಿನಿಮಾ ಬೆಳೆಯುತ್ತಿದೆ	Not_offensive
Sakkatt agine   kyakirsi  ugdidira  sir	Not_offensive
Most liked kannada movie songsn1	not-Kannada
@ರಕ್ಕಸ ಬೇಟೆಗಾರ u nailed it	not-Kannada
qdvfs67tr-' 9	not-Kannada
Adi and dia	not-Kannada
ಮೊಸರು ನನ್ನ ಮಗನ ಫಸ್ಟ್ ಟ್ರೋಲ್ ಮಾಡಿ ಬ್ರೋ ಮತ್ತೆ ಈ ಟಿಕ್ ಟಾಕ್ ಸೂಳೆಮಕ್ಕಳು ನ ತಿಕಹೊಡಿ ಬ್ರೋ	Not_offensive
ASN movie na 1st day 1st show nodoru like maadi	Not_offensive
Thanks you sir	not-Kannada
@Gaurish Akki Studio  please all over karnatakadalli 150 theater alli re release maadodakke heli diya movie annu	Not_offensive
Kathe tumba ista aythu..	Not_offensive
ವಿ ಪಿ ಸರ್...	Not_offensive
Hands Upn Tamil Nadu	not-Kannada
Bro super bro amazing speech	not-Kannada
Rashmika haters like madi	Offensive_Targeted_Insult_Group
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not_offensive
anna sakatagi matadidya  i like you  anna	Not_offensive
Gentleman sir nevu	Not_offensive
Superb song	not-Kannada
shambhu baligar sir superrrrrrrrrrrrrr	not-Kannada
I love you	not-Kannada
Super song and super dance	not-Kannada
Super lines bro	not-Kannada
Superrrrrrrr  agi heliya Anna tq u so mach video	Not_offensive
ಖಂಡಿತ ಮಾಡೋಣ bro	Not_offensive
ಮೊದಲು ನೀನು ಧರ್ಮದ ಬಾಗೆ ನಿನಗೆಸತು ಗೊತ್ತು ಹೆಲ್ಲು	Not_offensive
ನನಗೆ ಕಾಣುವ ಒಂದೇ ತಪ್ಪು...... publicity ಮಾಡದೇ ಇದ್ದದ್ದು. ....	Offensive_Untargetede
U missed duniyaa movie	not-Kannada
One time kelidre average ansatte	Not_offensive
E video na unlike madoru nijavaglu kannads davaru ala	Offensive_Targeted_Insult_Group
KGF chaffer 2 beda bare baku	Not_offensive
Innu ide avrige bro super roast	Offensive_Untargetede
ಅಪೊಲೊ ಆಸ್ಪತ್ರೆಗೆ ಸೇರಿಸಿದರೆ ಎಲ್ಲ ಸರಿಹೊಗುತ್ತೆ	Not_offensive
